BCH311H1-S|LEC0101|Andreopoulos, S.|###!###!###!###!###
BCH340H1-S|LEC0101|Prive, G.Wyatt, H.|MS 2173$13:00~14:00!###!MS 2173$13:00~14:00!###!MS 2173$13:00~14:00
BCH370H1-F|LEC0101|Khan-Trottier, A.|Contact DEPT$09:00~13:00!###!###!###!###
BCH370H1-S|LEC0101|Khan-Trottier, A.|Contact DEPT$09:00~13:00!###!###!###!###
BCH372Y1-Y|LEC0101|NA|###!###!###!###!###
BCH374Y1-Y|LEC0101|Chan, H.|###!###!###!###!###
BCH377H1-F|LEC0101|Enenkel, C.|###!Contact DEPT$09:00~13:00!###!Contact DEPT$11:00~12:00!###
BCH399Y1-Y|LEC0101|Lee, W.|###!###!###!###!###
BCH399Y1-Y|LEC0201|NA|###!###!###!###!###
BCH422H1-F|LEC0101|Bear, C.Ernst, O.Manolson, M.Pomes, R.|###!MS 2173$11:00~12:00!###!SF 2202$11:00~12:00!###
BCH425H1-F|LEC0101|Howell, L.Rubinstein, J.Sharpe, S.Yip, C.|###!PB 255$10:00~11:00!###!PB 255$10:00~11:00!###
BCH426H1-S|LEC0101|NA|###!###!###!###!###
BCH428H1-F|LEC0101|Ensminger, A.Parkinson, J.|LM 123$09:30~11:00!###!LM 123$09:30~11:00!###!###
BCH440H1-S|LEC0101|Houry, W.Rini, J.|###!HS 108$09:00~10:00!###!HS 108$09:00~10:00!###
BCH445H1-S|LEC0101|Andrews, D.Freeman, S.Kim, P.Lee, H.|###!###!MY 330$14:00~16:00!###!###
BCH448H1-F|LEC0101|Palazzo, A.Wilde, A.|MS 4171$13:00~14:00!###!MS 4171$13:00~14:00!###!###
BCH449H1-S|LEC0101|Lemaire, M.Maynes, J.Muise, A.Schulze, A.|MS 2173$11:00~13:00!###!###!###!###
BCH472Y1-Y|LEC0101|NA|###!###!###!###!###
BCH473Y1-Y|LEC0101|Chan, H.Smibert, C.|###!###!###!###!###
BCH478H1-F|LEC0101|Brown, G.Moraes, T.|###!Contact DEPT$15:00~17:00!###!###!Contact DEPT$10:00~17:00
BCH479H1-S|LEC0101|Reithmeier, R.|###!###!###!Contact DEPT$13:00~15:00!###
BIO120H1-F|LEC0101|Cutter, A.Frederickson, M.|CH ---$10:00~11:00!###!CH ---$10:00~11:00!###!###
BIO120H1-F|LEC0201|Cutter, A.Frederickson, M.|###!###!###!###!###
BIO120H1-F|LEC2000|Cutter, A.Frederickson, M.|CH ---$10:00~11:00!###!CH ---$10:00~11:00!###!###
BIO120H1-F|LEC2002|Cutter, A.Frederickson, M.|CH ---$10:00~11:00!###!CH ---$10:00~11:00!###!###
BIO130H1-S|LEC0101|Goring, D.Neumann, M.|CH ---$10:00~11:00!###!###!CH ---$10:00~12:00!###
BIO130H1-S|LEC2000|Goring, D.Neumann, M.|CH ---$10:00~11:00!###!###!CH ---$10:00~12:00!###
BIO130H1-S|LEC2002|Goring, D.Neumann, M.|CH ---$10:00~11:00!###!###!CH ---$10:00~12:00!###
BIO130H1-S|LEC5101|Yip, K.|###!###!###!MS 2158$18:00~21:00!###
BIO220H1-S|LEC0101|Mideo, N.Stinchcombe, J.|###!CH ---$13:00~14:00!###!CH ---$13:00~14:00!###
BIO230H1-F|LEC0101|McFarlane, H.Yip, K.|###!CH ---$12:00~14:00!###!CH ---$13:00~14:00!###
BIO230H1-F|LEC5101|Yip, K.|###!MS 2158$18:00~21:00!###!###!###
BIO255H1-F|LEC0101|McFarlane, H.Yip, K.|###!CH ---$12:00~14:00!###!CH ---$13:00~14:00!###
BIO255H1-F|LEC5101|Yip, K.|###!MS 2158$18:00~21:00!###!###!###
BIO260H1-S|LEC0101|Guttman, D.McCourt, P.|ES 1050$10:00~11:00!###!ES 1050$10:00~11:00!###!ES 1050$10:00~11:00
BIO270H1-F|LEC0101|Garside, C.|###!###!HS 610$14:00~16:00!###!###
BIO271H1-S|LEC0101|Pressey, J.|###!###!SS 2102$14:00~16:00!###!###
BMS100H1-F|LEC0101|Granata, P.|###!###!BR 200$10:00~12:00!###!###
BMS100H1-S|LEC0101|Granata, P.|###!###!NL 6$10:00~12:00!###!###
BMS200Y1-Y|LEC0101|Saeedi, P.|###!AH 400;AH 400$10:00~12:00!###!###!###
BMS201H1-F|LEC0101|Atkinson, E.|###!###!###!CR 405$10:00~12:00!###
BMS201H1-S|LEC0101|Atkinson, E.|###!###!###!CR 404$10:00~12:00!###
BMS300H1-F|LEC0101|Granata, P.|###!AH 400$12:00~14:00!###!###!###
BMS301H1-F|LEC0101|Gildea, I.|###!###!###!###!###
BMS301H1-S|LEC0101|Gildea, I.|###!###!###!CR 403$14:00~16:00!###
BMS301H1-S|LEC0201|Wu, X.|CR 103$10:00~12:00!###!###!###!###
BMS303H1-F|LEC0101|Parker, F.|###!CR 405$14:00~16:00!###!###!###
BMS311H1-F|LEC0101|Wu, X.|CR 403$14:00~16:00!###!###!###!###
BMS311H1-S|LEC0101|Mersereau, M.|###!###!CR 403$16:00~18:00!###!###
BMS314H1-S|LEC0101|Gildea, I.|###!###!###!CR 405$10:00~12:00!###
BMS316H1-F|LEC0101|Wu, X.|CR 403$12:00~14:00!###!###!###!###
BMS316H1-S|LEC0101|Wu, X.|CR 405$14:00~16:00!###!###!###!###
BMS319H1-S|LEC0101|Valpy, M.|###!###!CR 405$12:00~14:00!###!###
BMS331H1-F|LEC0101|Granata, P.|###!###!###!###!CR 403$10:00~12:00
BMS350H1-S|LEC0101|DA MOTA, M.|###!CR 403$16:00~18:00!###!###!###
BMS386H1-F|LEC0101|NA|###!###!###!###!###
BMS386H1-S|LEC0101|NA|###!###!###!###!###
BMS387H1-F|LEC0101|Parker, F.|###!###!###!CR 403$13:00~15:00!###
BMS387H1-S|LEC0101|Taban, C.|CR 405$12:00~14:00!###!###!###!###
BMS392H1-F|LEC0101|Gildea, I.|###!###!###!###!###
BMS394H1-F|LEC0101|NA|###!###!###!###!###
BMS394H1-S|LEC0101|NA|###!###!###!###!###
BMS395Y1-Y|LEC0101|NA|###!###!###!###!###
BMS401H1-F|LEC0101|Gildea, I.|###!###!###!NA$15:00~17:00!###
BMS401H1-S|LEC0101|Gildea, I.|###!###!###!###!TF 202$12:00~14:00
BMS401H1-S|LEC0201|Wu, X.|###!###!AH 108$10:00~12:00!###!###
BMS403H1-F|LEC0101|Parker, F.|###!###!TF 202$13:00~15:00!###!###
BMS411H1-F|LEC0101|Tanenhaus, S.|###!AH 302$15:00~17:00!###!###!###
BMS411H1-S|LEC0101|Granata, P.|###!TF 102$12:00~14:00!###!###!###
BMS494H1-F|LEC0101|NA|###!###!###!###!###
BMS494H1-S|LEC0101|NA|###!###!###!###!###
BMS495Y1-Y|LEC0101|NA|###!###!###!###!###
